filename,width,height,class,xmin,ymin,xmax,ymax
armas-1876-_jpg.rf.395dcbf1d5299032e4c391db7c2e69dc.jpg,416,416,gun,1,97,166,332
armas-1938-_jpg.rf.3a857a8588cce598d282666d00467a03.jpg,416,416,gun,146,196,272,245
armas-179-_jpg.rf.3ac64de2496179a960c6038b4791b8b2.jpg,416,416,gun,77,5,369,352

armas-1219-_jpg.rf.3aebc91e0854c2c61cd72299f2144f20.jpg,416,416,gun,45,27,314,191
armas-1451-_jpg.rf.39959abd601930387ece0f805453da2a.jpg,416,416,gun,69,57,364,353
armas-2080-_jpg.rf.3b03eda536c005f26f4d7fa22c5c1fec.jpg,416,416,gun,198,177,307,293
armas-2080-_jpg.rf.3b03eda536c005f26f4d7fa22c5c1fec.jpg,416,416,gun,116,159,176,290
armas-923-_jpg.rf.3a143219e3d544f5d6ebe7383890d0a7.jpg,416,416,gun,126,35,396,348
armas-481-_jpg.rf.3b4ef9085fcf230ebb21997d1c544cf7.jpg,416,416,gun,148,162,257,271
armas-147-_jpg.rf.3909fec22f622bd13e596f14b2fb2474.jpg,416,416,gun,70,153,275,373
dr94_jpg.rf.3a48a83d999679f55e7ddeba507ebdcf.jpg,1300,866,drug,301,193,784,819
armas-770-_jpg.rf.3b5059ccc282e4b3cda12c7cb11597d9.jpg,416,416,gun,6,5,410,406
armas-1363-_jpg.rf.3b7516bc45023c80568ea58e3aa081c2.jpg,416,416,gun,0,247,333,369

armas-1693-_jpg.rf.3ba57791cfd3215b5c98f3baa841f89e.jpg,416,416,gun,17,49,397,358
armas-2458-_jpg.rf.3bd3ab12049349cfde1ebcc1aea4df80.jpg,416,416,gun,3,5,408,386
armas-2163-_jpg.rf.3c5c5c21cd0935dc0e93a2e15219e727.jpg,416,416,gun,269,267,313,380
armas-2381-_jpg.rf.3c7ae34a5dbc49ecf77e48f96347789e.jpg,416,416,gun,6,12,403,404
armas-1332-_jpg.rf.3bba387a0f08c1d3c49706aee761067c.jpg,416,416,gun,89,19,209,87
armas-1332-_jpg.rf.3bba387a0f08c1d3c49706aee761067c.jpg,416,416,gun,262,69,393,141
armas-1332-_jpg.rf.3bba387a0f08c1d3c49706aee761067c.jpg,416,416,gun,143,112,254,178
armas-1332-_jpg.rf.3bba387a0f08c1d3c49706aee761067c.jpg,416,416,gun,128,299,255,373
armas-603-_jpg.rf.3c4397d65553a7f141837ed15f37fe69.jpg,416,416,gun,42,34,392,390
armas-2636-_jpg.rf.3b9b8ea97efc28c7408348caf969231e.jpg,416,416,gun,7,4,389,260
armas-2067-_jpg.rf.3cdbc069575646509e011edc66e58bfd.jpg,416,416,gun,239,70,327,168
armas-71-_jpg.rf.3cc68245d413ba331f73c9597ae1e5a8.jpg,416,416,gun,192,148,390,315
armas-2252-_jpg.rf.3d2999d62e8e58de83ff0e403f725c2d.jpg,416,416,gun,6,11,406,404
armas-725-_jpg.rf.3c83e79343db7c366bea9facf7073777.jpg,416,416,gun,23,19,344,148
armas-1279-_jpg.rf.3b597141a6fefb739d24b34210c10111.jpg,416,416,gun,70,9,342,395
armas-2225-_jpg.rf.3cdfaf514567ae9ba15f06bbe69d82f0.jpg,416,416,gun,77,13,342,395
armas-1164-_jpg.rf.3cc19949156e084d6be5e649f4c8745f.jpg,416,416,gun,69,146,186,296
armas-585-_jpg.rf.3bea6fe8328741e25fbbae945680eb28.jpg,416,416,gun,41,9,297,185
armas-585-_jpg.rf.3bea6fe8328741e25fbbae945680eb28.jpg,416,416,gun,62,216,355,384
armas-2362-_jpg.rf.3d20a726b45eea8ea5c8c27430b9d67e.jpg,416,416,gun,9,10,411,404
dr55_jpg.rf.3d045a10931cd68e19629fa3f413b2d4.jpg,2048,1392,drug,706,453,1202,1225
armas-1493-_jpg.rf.3d460ed18165f94f706276538fcebfb6.jpg,416,416,gun,106,13,372,379
50205563008_3d2346d6d3_b_jpg.rf.3cd2d2d45e9f70afda7247b768dda079.jpg,1024,683,drug,90,48,1024,672
armas-2540-_jpg.rf.3d765acbd046276ec6684c69cf9ff3d9.jpg,416,416,gun,6,8,405,403
drug55_jpeg.rf.3d3db45fd072bf4b88a96d233d407721.jpg,474,266,drug,123,0,380,185
dr21_jpg.rf.3d42dcb3de314657e6bd8eb96813f418.jpg,2048,1463,drug,1106,368,1504,770
armas-891-_jpg.rf.3dc9ce20cfe644389b2de9240ddf56f8.jpg,416,416,gun,248,104,295,136
armas-891-_jpg.rf.3dc9ce20cfe644389b2de9240ddf56f8.jpg,416,416,people,128,24,257,403
armas-2194-_jpg.rf.3d8f6fefbb289f4ac43d86f88925fa72.jpg,416,416,gun,3,7,415,406
armas-400-_jpg.rf.3dcf55707b7d1244d8575d8b04495bef.jpg,416,416,gun,192,136,371,336
armas-2206-_jpg.rf.3dcd19233ea613fde5c9bc11e89901c9.jpg,416,416,gun,4,9,406,388
armas-1459-_jpg.rf.3e18225959ab9b5c3ad9f1f6ed0eb262.jpg,416,416,gun,10,99,416,376
armas-1903-_jpg.rf.3e51d60d7d86af14c16c27fa91f9b41d.jpg,416,416,gun,160,211,369,343
armas-2592-_jpg.rf.3e317b3142d72982627b92200cfde340.jpg,416,416,gun,1,22,407,378
armas-1999-_jpg.rf.3de007f664990f62df5733829d7cdd7a.jpg,416,416,gun,187,132,251,187
armas-380-_jpg.rf.3e008684ee6db0ad6efa587b8f69c5a9.jpg,416,416,gun,107,62,169,168
armas-747-_jpg.rf.3eac7aeb41f1cc26c98eedc779e9d0df.jpg,416,416,gun,188,97,267,374
armas-1445-_jpg.rf.3e5ff84f72b9e94887c336ab45050c65.jpg,416,416,gun,0,79,416,401
armas-2758-_jpg.rf.3e11df6362966e8e1c348f35a84cd4fd.jpg,416,416,gun,5,9,407,392
armas-1784-_jpg.rf.3e717a39cfdc454f539f1250b4856caf.jpg,416,416,gun,214,34,243,103
armas-776-_jpg.rf.3fcacda707ed2f28cdb07dd1a687c70d.jpg,416,416,gun,84,44,319,212
armas-1116-_jpg.rf.3ecbc4b6c295ae4aa08cd3284cf4932c.jpg,416,416,gun,53,123,161,282
armas-1680-_jpg.rf.3f7b34f828a40d7ea9702407f61a9b07.jpg,416,416,gun,34,168,407,406
armas-1680-_jpg.rf.3f7b34f828a40d7ea9702407f61a9b07.jpg,416,416,gun,17,34,400,200
armas-1026-_jpg.rf.3f5f6fc5ab57bb91a2c0b7f961af52c6.jpg,416,416,gun,128,31,310,263
armas-837-_jpg.rf.3eb65a47f000c38ba1ab6b2451f42c56.jpg,416,416,gun,82,23,339,308
armas-141-_jpg.rf.3f954fef5d58b56b02a62b42ac82c829.jpg,416,416,gun,165,179,248,270
armas-2787-_jpg.rf.3eb63ad163cc5af11e8fc858a3622d6f.jpg,416,416,gun,24,16,402,401
armas-1368-_jpg.rf.3f11486cafd127e5f53a3fbd25a601ed.jpg,416,416,gun,270,84,372,209
dr43_jpg.rf.3e767d978e998a8add02fca4c09449a0.jpg,2048,1365,drug,1167,303,1628,978
armas-2174-_jpg.rf.3e7432977397c6b754cfdda852414d6b.jpg,416,416,gun,10,12,404,402
armas-1199-_jpg.rf.3e7a9fade962b8f8605541c341b2bb87.jpg,416,416,gun,14,7,378,359

armas-2568-_jpg.rf.3ef45ba784e1200a5ee9a4fa36805d33.jpg,416,416,gun,11,10,395,398
dr19_jpg.rf.3f7d898cce06fe9a8a61f909af3bc088.jpg,2048,1365,drug,888,766,1272,1126
armas-2171-_jpg.rf.40831901e4c72e8e3d951d701d4db1ec.jpg,416,416,gun,1,12,411,407
armas-2371-_jpg.rf.4062e40fc8abc9bad2831a0ab2d36562.jpg,416,416,gun,16,17,401,392
armas-2368-_jpg.rf.3f8447535cd01ffbfa909ea119c04749.jpg,416,416,gun,15,4,409,405
armas-1616-_jpg.rf.4032af2efcc1fd03a41e351ee3df913b.jpg,416,416,gun,39,79,312,386
cocaine_image_2-1120x630_jpeg.rf.3eacbfffba952c25bc55b082cf6a965f.jpg,1120,630,drug,500,195,740,557
armas-2790-_jpg.rf.40297382bb7110ce1474124617c25ebb.jpg,416,416,gun,189,166,377,357
armas-1456-_jpg.rf.4095c032bd8bd066341d42e4634e1d6a.jpg,416,416,gun,32,196,129,261
armas-1354-_jpg.rf.3ef7f65bbdb33ca9766fa0923e64098f.jpg,416,416,gun,21,21,402,310
armas-413-_jpg.rf.4120a5fc0e68ca5bd1408b99a133c218.jpg,416,416,gun,38,44,400,396
armas-532-_jpg.rf.40e74e800664d4276d0911c47bc3b3da.jpg,416,416,gun,114,59,228,182
armas-1024-_jpg.rf.4114580aed2b94486667a9458421a06e.jpg,416,416,gun,245,79,302,184
armas-467-_jpg.rf.41281877cbf42a83cc41c50989812d71.jpg,416,416,gun,198,9,233,112
armas-2095-_jpg.rf.4130229d8e04801e5c4474df4972fab3.jpg,416,416,gun,45,106,400,328
dr38_jpg.rf.414f92a8f47ca7dce3a05260cdd918b8.jpg,2048,1531,drug,385,660,1642,1529
armas-2439-_jpg.rf.41716619de8a4c7a61333d02456cbfd6.jpg,416,416,gun,31,37,376,372
armas-1652-_jpg.rf.41a7f47318bca9fa85bae0790dcb365b.jpg,416,416,gun,64,50,399,339
armas-1872-_jpg.rf.42abd12421d55b1124def5bd6ad477ce.jpg,416,416,gun,280,139,381,200
armas-2788-_jpg.rf.41dae1d94b41145a56148c0c0eaae36a.jpg,416,416,gun,148,346,229,410
armas-833-_jpg.rf.41fb171d99113c88502308fdf6059880.jpg,416,416,gun,19,49,406,387
dr80_jpg.rf.42235057dea14da291110228c16ecbba.jpg,1300,866,drug,182,232,626,793
armas-254-_jpg.rf.41fdf814b1f488039e865fa4bcc83ef8.jpg,416,416,gun,39,4,373,400
mephedrone-1-_jpg.rf.43b741c503a028ebd4b124363767717b.jpg,1100,734,drug,342,79,769,661
armas-996-_jpg.rf.41354d2575174bedfad64eef016a9ecc.jpg,416,416,gun,111,4,296,190
armas-996-_jpg.rf.41354d2575174bedfad64eef016a9ecc.jpg,416,416,gun,150,250,261,406
armas-1762-_jpg.rf.4380a35f8aec5b4fc9820eb3d36f9e75.jpg,416,416,gun,8,24,408,395
uw2a8iwjhtla1_jpg.rf.41c34df43cc9560821aa68ec27e2f8cc.jpg,2159,2159,drug,1047,291,2131,1605
uw2a8iwjhtla1_jpg.rf.41c34df43cc9560821aa68ec27e2f8cc.jpg,2159,2159,drug,0,476,1051,1661
armas-2705-_jpg.rf.4307a67dba66ea41acc84de42d0f80bb.jpg,416,416,gun,4,6,406,400
armas-900-_jpg.rf.444091fc019a050ae90c77d87f559692.jpg,416,416,gun,120,124,203,171
armas-1260-_jpg.rf.44489bcb0fbfac8c5288c7d7dfbf535d.jpg,416,416,gun,226,103,277,244
armas-1260-_jpg.rf.44489bcb0fbfac8c5288c7d7dfbf535d.jpg,416,416,gun,154,133,209,218
armas-1161-_jpg.rf.43ea10f6854f9d8db5a7c9ebf55383e8.jpg,416,416,gun,109,99,251,253
armas-921-_jpg.rf.449e51691bf3c4a58e9d84b046820f4f.jpg,416,416,gun,0,4,243,411
armas-225-_jpg.rf.43d26b59e5784a87ae1a5eb85fe7c728.jpg,416,416,gun,141,21,253,290
armas-1749-_jpg.rf.449f6f2be83816dd0b338d83f88f464e.jpg,416,416,gun,95,84,378,384
armas-1216-_jpg.rf.44a0eda694ba332e53a3a8a5eccb9420.jpg,416,416,gun,4,0,416,406
stock-photo-transparent-plastic-bags-with-white-powder-isolated-on-black-background-255106909_jpg.rf.43876598a2ecc276da00f61992ed3b6a.jpg,1500,1171,drug,112,278,1394,831
armas-1738-_jpg.rf.44c85101cc824043a3e6f386ba53bbc1.jpg,416,416,gun,40,74,386,354
armas-1329-_jpg.rf.42dd73db741d9b163f1e36d972aa8af0.jpg,416,416,gun,17,37,390,385
armas-1085-_jpg.rf.445b8c630f128d137dbe9357d6e90e8d.jpg,416,416,gun,254,304,315,388
armas-177-_jpg.rf.44355952cd65d3164efb7a2cefec6c17.jpg,416,416,gun,123,100,187,331
armas-2058-_jpg.rf.4337d01a698580669f350c4be559de8b.jpg,416,416,gun,99,146,266,411
per48_jpg.rf.449b4b794c406f43541d7771893d8b2e.jpg,4200,5700,people,401,260,1690,5558
armas-2173-_jpg.rf.453d6a46d08780ccddb9706506d5b017.jpg,416,416,gun,7,10,408,399
armas-1059-_jpg.rf.4540d276655bd108f6514148aaaf51b2.jpg,416,416,gun,7,13,416,413
armas-2365-_jpg.rf.4532a77fe720f6a70c2e5079c405581e.jpg,416,416,gun,11,13,405,300
armas-648-_jpg.rf.454257ee4facc3ae6c2f7ccafe52afb4.jpg,416,416,gun,25,30,396,394
armas-1177-_jpg.rf.4586d43b069f03800300ad061095c49a.jpg,416,416,gun,153,26,406,318
armas-2094-_jpg.rf.465d97bb09dc1625ec2c367d923750da.jpg,416,416,gun,22,110,217,300
armas-327-_jpg.rf.45d2789797885285bf1914437ed4b0ae.jpg,416,416,gun,48,29,169,136
armas-729-_jpg.rf.46cb3a880b791a0a095d94d6b01defd2.jpg,416,416,gun,5,3,361,236
armas-2150-_jpg.rf.4571e8659c1d470a7a6aa19183650f19.jpg,416,416,gun,53,28,371,380
armas-2771-_jpg.rf.47284dd0f2555ef9cdcd02302ed4ab1b.jpg,416,416,gun,4,10,411,405
armas-1716-_jpg.rf.465622fb4df17033c07c46705493b460.jpg,416,416,gun,51,21,313,255
armas-354-_jpg.rf.45a04c94e3a987b8a1e890de33af6b34.jpg,416,416,gun,138,167,184,274
armas-2207-_jpg.rf.45e3775b62eac63afd6bb3dd9fa35045.jpg,416,416,gun,10,7,406,406

armas-2009-_jpg.rf.475a30b77b15c3fd399ffb5763c1127a.jpg,416,416,gun,174,154,416,311
armas-1048-_jpg.rf.471389f5bc4a89784a747904be239419.jpg,416,416,gun,14,68,189,234
armas-2980-_jpg.rf.4823912c5d43fd987004eda291855ba1.jpg,416,416,gun,24,9,345,365

armas-749-_jpg.rf.46efa0c6504099b6bb0a1c8129c0b9fd.jpg,416,416,gun,92,212,275,416
armas-749-_jpg.rf.46efa0c6504099b6bb0a1c8129c0b9fd.jpg,416,416,gun,123,11,339,282
armas-1526-_jpg.rf.4713f295ab0c3f6a5b06695e63977065.jpg,416,416,people,132,33,292,287
armas-1526-_jpg.rf.4713f295ab0c3f6a5b06695e63977065.jpg,416,416,people,282,102,381,378
armas-1234-_jpg.rf.4782a7b02663f5ccc1d9fa9bb8246629.jpg,416,416,gun,265,51,325,99

armas-652-_jpg.rf.46b6dc55b3a69893344c2dd7226371da.jpg,416,416,gun,289,5,363,266
armas-652-_jpg.rf.46b6dc55b3a69893344c2dd7226371da.jpg,416,416,gun,227,13,293,266
armas-861-_jpg.rf.48229a313fa90afcc0b4ba6971a6e8f8.jpg,416,416,gun,236,153,373,258
armas-1523-_jpg.rf.4845d730887e9ed7289d4bab007d713e.jpg,416,416,gun,8,172,187,362
armas-1523-_jpg.rf.4845d730887e9ed7289d4bab007d713e.jpg,416,416,gun,231,175,395,386
armas-1523-_jpg.rf.4845d730887e9ed7289d4bab007d713e.jpg,416,416,gun,119,30,240,304
armas-1871-_jpg.rf.45c28cac5409423e27734b2d68ec3564.jpg,416,416,people,166,154,281,415
dr40_jpg.rf.489635016a97d955a2feea6d0802a817.jpg,2048,1365,drug,600,78,1658,464
dr40_jpg.rf.489635016a97d955a2feea6d0802a817.jpg,2048,1365,drug,3,108,424,500
armas-2115-_jpg.rf.47ffa0eb5bfd705244e226ab39d275d7.jpg,416,416,gun,52,49,319,416
armas-2352-_jpg.rf.4824abafc152fb37d7a25f7e97b6f58d.jpg,416,416,gun,12,59,400,371
armas-2883-_jpg.rf.476729ebb2eac8bf70366060fd22ee33.jpg,416,416,gun,49,27,185,206
armas-896-_jpg.rf.46da5c704ff4a2cddeb8e6c7be8c4d39.jpg,416,416,gun,4,7,255,401
plastic-packages-bags-containing-marijuana-260nw-2230115767-1-_jpeg.rf.48ddf8ec8707d2a58b96fa2993a8f250.jpg,390,280,drug,115,45,283,205
dr71_jpg.rf.488f367d1cc93e6147497d51191a2319.jpg,2048,1366,drug,901,343,1104,507
armas-708-_jpg.rf.48cf6676488cf5cfecf7ae6e8437578d.jpg,416,416,gun,287,137,381,192
armas-995-_jpg.rf.46131d25052f31147607b37de114891f.jpg,416,416,gun,25,139,149,233
armas-1823-_jpg.rf.48381543ecd624a037ae067c2e0c1d94.jpg,416,416,gun,0,93,327,270
armas-907-_jpg.rf.4a15a6475cb0ebc9b2953c28578690b2.jpg,416,416,gun,17,1,312,306
armas-2034-_jpg.rf.4a5065c4e8eb323853287fdaf5640a4e.jpg,416,416,gun,20,144,82,208
armas-764-_jpg.rf.4901fd34445ad5ea90d839fac6e4d240.jpg,416,416,gun,27,128,379,315
armas-2596-_jpg.rf.49ca19fbb3a295a02d2da0069b7b08c5.jpg,416,416,gun,1,10,409,400
-_jpg.rf.4a38f3d75a9e318b6e62b110723d81bb.jpg,612,408,drug,222,137,418,367
-_jpg.rf.4a38f3d75a9e318b6e62b110723d81bb.jpg,612,408,drug,155,99,295,319
armas-363-_jpg.rf.49eaaf174bd447cf7a9202caa9696d4f.jpg,416,416,gun,15,22,410,397

armas-670-_jpg.rf.491481d517902715690836ba1749a336.jpg,416,416,gun,101,206,279,329
armas-670-_jpg.rf.491481d517902715690836ba1749a336.jpg,416,416,gun,185,245,327,355
armas-1000-_jpg.rf.491d0a385cc1bbea0ceebba7e0f1ef83.jpg,416,416,gun,144,11,335,214
armas-619-_jpg.rf.4a324ebaba2171bedba627dad8bbceed.jpg,416,416,gun,112,169,204,279
armas-1422-_jpg.rf.4a73c7dcbc6f66fc85379f13b374f93a.jpg,416,416,gun,56,50,237,283
armas-391-_jpg.rf.4b178a773d35c7f432ada6648522c491.jpg,416,416,gun,51,112,139,213
armas-819-_jpg.rf.4aa9c8d5ffc71d9df3e21cba4a687266.jpg,416,416,gun,5,4,412,377
armas-2456-_jpg.rf.4aa9facf4657269be1cc6344d94cb406.jpg,416,416,gun,19,30,386,370
armas-1351-_jpg.rf.4a563d01d88a71d1f98ce4dfa3a11223.jpg,416,416,gun,125,14,296,398
p31_jpg.rf.4b57c08631ac406d372ea9f4c6f4a5b9.jpg,1365,2048,people,344,71,616,1525
armas-1200-_jpg.rf.4b6183237d4ce030b8794bbc60dfe8b9.jpg,416,416,gun,150,156,306,329
armas-1200-_jpg.rf.4b6183237d4ce030b8794bbc60dfe8b9.jpg,416,416,gun,3,137,222,274
armas-1829-_jpg.rf.4cfc1c8b8d5cf76e6238d5a73d85eff7.jpg,416,416,gun,4,62,412,329
per74_jpg.rf.4a659766368eb4ea2b1e2b60f9f7b374.jpg,4000,4000,people,402,422,1093,3769
per74_jpg.rf.4a659766368eb4ea2b1e2b60f9f7b374.jpg,4000,4000,people,2186,84,2965,3889
per74_jpg.rf.4a659766368eb4ea2b1e2b60f9f7b374.jpg,4000,4000,people,1360,326,2157,3657
armas-277-_jpg.rf.4c1b7b59a528777fbd7d23a1f4e934c3.jpg,416,416,gun,48,22,238,200
drug-ring-bust-takes-2500-heroin-packets-a-month-off-nj-streets_jpg.rf.4ab5e2fa17cfbcf5bcf0ae0d3a77908b.jpg,400,267,drug,71,61,368,235
armas-181-_jpg.rf.4975dbfafe7b739635b611734785c8bf.jpg,416,416,gun,345,207,416,389
armas-181-_jpg.rf.4975dbfafe7b739635b611734785c8bf.jpg,416,416,gun,238,194,318,397
armas-181-_jpg.rf.4975dbfafe7b739635b611734785c8bf.jpg,416,416,gun,263,29,345,174
armas-181-_jpg.rf.4975dbfafe7b739635b611734785c8bf.jpg,416,416,gun,159,139,259,398
armas-181-_jpg.rf.4975dbfafe7b739635b611734785c8bf.jpg,416,416,gun,36,154,149,410
armas-181-_jpg.rf.4975dbfafe7b739635b611734785c8bf.jpg,416,416,gun,113,38,185,200
armas-63-_jpg.rf.4b6d50665a9113fc23aba3defec84a22.jpg,416,416,gun,232,128,294,267
armas-1267-_jpg.rf.4cf3afa381943f4588ef1526d284f55e.jpg,416,416,gun,161,199,231,272
armas-1906-_jpg.rf.4afbc9924cee7c112826baa9748b1913.jpg,416,416,gun,49,80,266,225
p22_jpg.rf.4bff2529c8ec7593ee1f08758f2ebb02.jpg,1024,682,people,255,215,364,682
p22_jpg.rf.4bff2529c8ec7593ee1f08758f2ebb02.jpg,1024,682,people,74,215,214,681
