Topic,Words,Frequency,Timestamp
16,"wsm recently, welcome oasis, happy wsm, jesus experience, cafedread jesus",3,2019-11-15 04:48:00.000
16,"review, vendor review, review vendor, vendor, review review",789,2020-01-04 19:12:00.000
17,"market, market market, new market, new, markets",186,2019-08-05 17:55:40.800
17,"market, from lucidgreens, partysquadnl ak, letter vice, mandarin golden",32,2019-09-25 14:24:00.000
17,"market, dread start, attack far, living animal, justice system",9,2019-11-15 04:48:00.000
17,"market, market market, new market, new, markets",793,2020-01-04 19:12:00.000
18,"pgp, key, pgp key, public, public pgp",117,2019-08-05 17:55:40.800
18,"pgp, key, pgp key, gram, multisig",19,2019-09-25 14:24:00.000
18,"simplex bad, using simplex, october review, for china, cdnven october",2,2019-11-15 04:48:00.000
18,"pgp, key, pgp key, public, public pgp",516,2020-01-04 19:12:00.000
19,"deposit, deposited, ticket, address, double",103,2019-08-05 17:55:40.800
19,"deposit, cc, welle moramaru, onetime, selling dead",12,2019-09-25 14:24:00.000
19,"deposit, deposited, ticket, address, btc",531,2020-01-04 19:12:00.000
20,"bar, bunk, selaminy, bars, hulk",130,2019-08-05 17:55:40.800
20,"bar, reship empty, budgetbars reship, feedback next, dding",16,2019-09-25 14:24:00.000
20,"win item, join chance, terrysukstock shipping, chance win, terrysukstock",2,2019-11-15 04:48:00.000
20,"bar, bunk, selaminy, bars, hulk",442,2020-01-04 19:12:00.000
21,"oxycodone, mg, oxy, opiate, opiateconnect",103,2019-08-05 17:55:40.800
21,"oxycodone, mg, oxy, opiate, opiateconnect",23,2019-09-25 14:24:00.000
21,"connection ablonelsd, another connection, ablonelsd besides, powerhouse order, got another",2,2019-11-15 04:48:00.000
21,"oxycodone, mg, oxy, opiate, opiateconnect",480,2020-01-04 19:12:00.000
22,"id, passport, fake, fake id, license",92,2019-08-05 17:55:40.800
22,"id, passport, fake, fake id, id letter",17,2019-09-25 14:24:00.000
22,"xxtc mdma, narcoticinc dont, vendor camorra, vendor narcoticinc, xxtc",3,2019-11-15 04:48:00.000
22,"id, fake, passport, fake id, license",432,2020-01-04 19:12:00.000
23,"drug, drugsuk, drugs, anyone, vendor",87,2019-08-05 17:55:40.800
23,"drug, apb, zcash withdrawls, due alleged, atomicextracts awol",25,2019-09-25 14:24:00.000
23,"powder usa, doc powder, looking doc, doc, powder",1,2019-11-15 04:48:00.000
23,"drug, drugsuk, drugs, vendor, anyone",443,2020-01-04 19:12:00.000
24,"coke, coke vendor, best coke, uk, good coke",95,2019-08-05 17:55:40.800
24,"coke, coke vendor, ct, cannabis vendor, asphyxiated",24,2019-09-25 14:24:00.000
24,"related good, good service, fraud related, related, fraud",1,2019-11-15 04:48:00.000
24,"coke, coke vendor, best coke, best, uk coke",424,2020-01-04 19:12:00.000
25,"pill, xtc, xtc pill, pills, ecstasy",94,2019-08-05 17:55:40.800
25,"pill, would test, vendor cx, cx drug, peacenlove wall",11,2019-09-25 14:24:00.000
25,"xanos hulk, switch program, seed electrum, electrum switch, looking moderator",3,2019-11-15 04:48:00.000
25,"pill, xtc, xtc pill, pills, ecstasy",401,2020-01-04 19:12:00.000
26,"counterfeit, note, euro, money, counterfeit money",85,2019-08-05 17:55:40.800
26,"counterfeit, note, euro, deposit vendor, money",23,2019-09-25 14:24:00.000
26,"counterfeit, note, euro, money, counterfeit euro",375,2020-01-04 19:12:00.000
27,"ketamine, ketamine vendor, ketamine review, domestic, uk",74,2019-08-05 17:55:40.800
27,"ketamine, xconex uk, btc withdrawlals, review trapentertprises, review btc",16,2019-09-25 14:24:00.000
27,"thepartyfactory exit, mulisig vendor, mulisig, list mulisig, scammed find",2,2019-11-15 04:48:00.000
27,"ketamine, ketamine vendor, ketamine review, review, mdma ketamine",375,2020-01-04 19:12:00.000
28,"wsm, wsm wsm, wsm vendor, vendor wsm, vendor",72,2019-08-05 17:55:40.800
28,"wsm, counterfeit awaiting, suit, unc bolivian, cocaine dutch",18,2019-09-25 14:24:00.000
28,"check hopefully, hopefully press, offering benzos, press coming, valium clonazepam",2,2019-11-15 04:48:00.000
28,"wsm, wsm wsm, wsm vendor, vendor wsm, vendor",393,2020-01-04 19:12:00.000
29,"meth, crystal meth, crystal, meth vendor, methamphetamine",92,2019-08-05 17:55:40.800
29,"meth, issue domestic, sending bitcoin, greendot platinum, chong review",12,2019-09-25 14:24:00.000
29,"walmart cashouts, fraud walmart, cashouts, check fraud, walmart",1,2019-11-15 04:48:00.000
29,"meth, crystal meth, crystal, meth vendor, methamphetamine",374,2020-01-04 19:12:00.000
30,"ticket, support ticket, support, please, ticket support",73,2019-08-05 17:55:40.800
30,"ticket, support, support ticket, worried custom, poi personal",12,2019-09-25 14:24:00.000
30,"trustworthy dd, emeraldtrifire, emeraldtrifire trustworthy, dd vendor, trustworthy",1,2019-11-15 04:48:00.000
30,"ticket, support ticket, support, please, month",394,2020-01-04 19:12:00.000
31,"hacked, hacker, hacking, job, lfw",96,2019-08-05 17:55:40.800
31,"ups, ups mailbox, mailbox, hacked, psychonaut sub",17,2019-09-25 14:24:00.000
31,"yoyomyniggas its, psychedelics combo, yoyomyniggas, drug psychedelics, favorite drug",2,2019-11-15 04:48:00.000
31,"hacked, hacker, hacking, job, lfw",356,2020-01-04 19:12:00.000
32,"login, account, password, fa, log",87,2019-08-05 17:55:40.800
32,"login, account, password, offer whipping, size limit",20,2019-09-25 14:24:00.000
32,"powder speed, dread ddw, dry powder, xmppjp, ddw",3,2019-11-15 04:48:00.000
32,"login, account, password, log, fa",360,2020-01-04 19:12:00.000
33,"adderall, mg, ir, ritalin, vyvanse",72,2019-08-05 17:55:40.800
33,"adderall, mg, vendor ship, scammer discord, predicament",21,2019-09-25 14:24:00.000
33,"realcanadianpotstore legit, realcanadianpotstore, legit, adderall, mg",1,2019-11-15 04:48:00.000
33,"adderall, mg, ir, vyvanse, mg adderall",380,2020-01-04 19:12:00.000
34,"xmr, btc xmr, btc, xmrto, xmr btc",88,2019-08-05 17:55:40.800
34,"xmr, refund bitcoin, save refund, mdma puritytested, op location",8,2019-09-25 14:24:00.000
34,"range, new hashish, range intro, range budget, dispatch service",1,2019-11-15 04:48:00.000
34,"xmr, btc xmr, btc, xmrto, xmr btc",336,2020-01-04 19:12:00.000
35,"tails, tail, electrum, wallet, monero",63,2019-08-05 17:55:40.800
35,"tails, tail, electrum, xangod recently, arrived support",11,2019-09-25 14:24:00.000
35,"thelittleguys empire, thelittleguys, empire, tails, tail",1,2019-11-15 04:48:00.000
35,"tails, tail, electrum, wallet, monero",318,2020-01-04 19:12:00.000
36,"mushroom, mushrooms, shrooms, magic, cubensis",79,2019-08-05 17:55:40.800
36,"quot, mushroom, tripwithscience vial, open tripwithscience, inside evil",9,2019-09-25 14:24:00.000
36,"mushroom, mushrooms, shrooms, magic, cubensis",283,2020-01-04 19:12:00.000
37,"dread, dread dread, cafe dread, cafe, dread word",73,2019-08-05 17:55:40.800
37,"dread, word, market transferred, thread like, controll account",11,2019-09-25 14:24:00.000
37,"withdraw even, review check, wallet cant, purchase help, even make",2,2019-11-15 04:48:00.000
37,"dread, dread dread, cafe dread, cafe, dread word",333,2020-01-04 19:12:00.000
38,"cc, cvv, vbv, non, cc vendor",57,2019-08-05 17:55:40.800
38,"cc, cvv, enquiry sethrogen, potluckmeds wallstreet, wfluff lsd",18,2019-09-25 14:24:00.000
38,"cc, cvv, vbv, cc vendor, cc cvv",307,2020-01-04 19:12:00.000
39,"cryptonia, cryptonia market, cryptonia cryptonia, market, dcdutchconnectionuk",63,2019-08-05 17:55:40.800
39,"cryptonia, phantogram, dnm buy, happy shop, top question",7,2019-09-25 14:24:00.000
39,"timed order, timed, order, cryptonia, cryptonia market",1,2019-11-15 04:48:00.000
39,"cryptonia, cryptonia market, cryptonia cryptonia, market, dcdutchconnectionuk",304,2020-01-04 19:12:00.000
40,"withdraw, withdrawal, withdrawl, btc, working",79,2019-08-05 17:55:40.800
40,"withdraw, withdrawal, aka, australian self, get material",14,2019-09-25 14:24:00.000
40,"usps problem, surprise weekend, sundaymonday order, sundaymonday, dutchdrugz faq",2,2019-11-15 04:48:00.000
40,"withdraw, withdrawal, withdrawl, working, btc",302,2020-01-04 19:12:00.000
41,"escrow, multisig, escrow escrow, order, full escrow",63,2019-08-05 17:55:40.800
41,"escrow, bod, beware drugsinc, coffeeshopcloud lost, mod reset",9,2019-09-25 14:24:00.000
41,"escrow, multisig, escrow escrow, full escrow, escrow order",263,2020-01-04 19:12:00.000
42,"heroin, heroin vendor, afghan, afghan heroin, synthetic heroin",61,2019-08-05 17:55:40.800
42,"heroin, write new, captcha ddoser, feedback kamesenin, sample warning",12,2019-09-25 14:24:00.000
42,"heroin, heroin vendor, afghan, afghan heroin, synthetic heroin",305,2020-01-04 19:12:00.000
43,"de, har, blocked, account, med",54,2019-08-05 17:55:40.800
43,"ling, york diesel, ayahuasca purple, stealth psycheshop, review flowerpoweruk",13,2019-09-25 14:24:00.000
43,"mg shipped, jberg etiz, etiz sale, jberg, sale mg",1,2019-11-15 04:48:00.000
43,"de, har, noen, fra, som",273,2020-01-04 19:12:00.000
44,"dnm, dnms, dn, bible, dnstarsvip",64,2019-08-05 17:55:40.800
44,"dnm, usa, special pure, vendor blackprodigy, consistent quality",13,2019-09-25 14:24:00.000
44,"dnm, dnms, dn, bible, dnstars",262,2020-01-04 19:12:00.000
45,"wallstreet, wall, wall street, street, street market",50,2019-08-05 17:55:40.800
45,"wallstreet, wall, wall street, street, influx order",18,2019-09-25 14:24:00.000
45,"haze bulk, bulk euro, amnesia haze, amnesia, haze",1,2019-11-15 04:48:00.000
45,"wallstreet, wall, wall street, street, wall st",237,2020-01-04 19:12:00.000
46,"ddos, ddos attack, attack, ddos ddos, ddos attacks",48,2019-08-05 17:55:40.800
46,"ddos, ddos attack, wtb extremely, dmt hmu, av na",9,2019-09-25 14:24:00.000
46,"ddos, ddos attack, attack, ddos attacks, ddos ddos",226,2020-01-04 19:12:00.000
47,"paypal, transfer, paypal transfer, paypal account, paypal fund",57,2019-08-05 17:55:40.800
47,"paypal, transfer, paypal transfer, restocked, western union",13,2019-09-25 14:24:00.000
47,"sale trusted, method seller, got denied, ginseng got, denied trusted",3,2019-11-15 04:48:00.000
47,"paypal, transfer, paypal transfer, paypal account, western union",254,2020-01-04 19:12:00.000
48,"heard, anyone, happened, anyone heard, girlscout",62,2019-08-05 17:55:40.800
48,"samsara spreading, long hair, subreddit moderator, xanax subreddit, wig long",8,2019-09-25 14:24:00.000
48,"vendor resistance, resistance, looking vendor, looking, vendor",1,2019-11-15 04:48:00.000
48,"heard, anyone, happened, anyone heard, has anyone",210,2020-01-04 19:12:00.000
49,"benzo, benzos, rc, benzo vendor, rc benzos",56,2019-08-05 17:55:40.800
49,"benzos, benzo, within europe, mushy, weed back",12,2019-09-25 14:24:00.000
49,"benzos, benzo, rc, benzo vendor, rc benzos",240,2020-01-04 19:12:00.000
50,"fraud, fraudsters, store, fraud vendor, suleyman rapture",34,2019-08-05 17:55:40.800
50,"fraud, restocked, attn scammed, qtox, chatting tool",14,2019-09-25 14:24:00.000
50,"weed good, germany good, price apollon, good weed, good price",1,2019-11-15 04:48:00.000
50,"fraud, fraudsters, fraud vendor, loan, loan fraud",277,2020-01-04 19:12:00.000
51,"dream, dream vendor, dream market, vendor, vendor dream",77,2019-08-05 17:55:40.800
51,"dream, worldwide weed, domestic concentrate, til dread, cannazon statistic",9,2019-09-25 14:24:00.000
51,"tip swiping, swiping store, store new, offer thecandyman, extra gram",3,2019-11-15 04:48:00.000
51,"dream, dream vendor, dream market, vendor, vendor dream",408,2020-01-04 19:12:00.000
52,"order, cancel, cancelled, refund, cancel order",56,2019-08-05 17:55:40.800
52,"order, scammed indole, vendy outdoor, bank bulk, part question",10,2019-09-25 14:24:00.000
52,"life developing, drop stay, stay open, drug real, empire unusable",3,2019-11-15 04:48:00.000
52,"order, cancel, cancelled, refund, cancel order",262,2020-01-04 19:12:00.000
53,"bank, bank log, bank drop, log, bank account",60,2019-08-05 17:55:40.800
53,"bank, discount extended, bartards used, olympus wallet, wallet much",9,2019-09-25 14:24:00.000
53,"bank, bank log, bank drop, log, bank account",259,2020-01-04 19:12:00.000
54,"onion, onion site, site, onion link, list",45,2019-08-05 17:55:40.800
54,"vendor become, buggy crosspost, le buggy, become trusted, tails le",4,2019-09-25 14:24:00.000
54,"find resolution, please find, resolution dispute, resolution, find",1,2019-11-15 04:48:00.000
54,"onion, onion site, site, onion link, list",195,2020-01-04 19:12:00.000
55,"phishing, phished, phishing link, link, warning",51,2019-08-05 17:55:40.800
55,"phishing, xangod reshipment, help dnm, mule us, dnm universe",7,2019-09-25 14:24:00.000
55,"sepa iban, check sepa, iban bank, sepa, iban",2,2019-11-15 04:48:00.000
55,"phishing, phishing link, phished, link, warning",193,2020-01-04 19:12:00.000
56,"apollon, apollon market, market, apollon apollon, mysteryland",53,2019-08-05 17:55:40.800
56,"apollon, apollon market, licenses ssn, permits passports, permits",5,2019-09-25 14:24:00.000
56,"vendor amsterdoomed, amsterdoomed busted, amsterdoomed, busted crosspost, alphabay vendor",1,2019-11-15 04:48:00.000
56,"apollon, apollon market, market, apollon apollon, mysteryland",183,2020-01-04 19:12:00.000
57,"opsec, opsec opsec, opsec question, fucked agree, find right",35,2019-08-05 17:55:40.800
57,"opsec, im phishing, germany versus, buyer arrest, tried place",12,2019-09-25 14:24:00.000
57,"skunky possibly, vendor skunky, skunky, possibly exit, possibly",1,2019-11-15 04:48:00.000
57,"opsec, opsec opsec, opsec question, question, bad opsec",178,2020-01-04 19:12:00.000
58,"link, working link, working, pm, link please",41,2019-08-05 17:55:40.800
58,"link, giving editing, markets currently, address fax, editing customer",6,2019-09-25 14:24:00.000
58,"sms bombing, annacounterfeit go, bombing, annacounterfeit, sms",2,2019-11-15 04:48:00.000
58,"link, working link, working, pm, link please",180,2020-01-04 19:12:00.000
59,"mirror, working, working mirror, mirror link, empire mirror",38,2019-08-05 17:55:40.800
59,"weedhouse sur, farfetch, weedhouse, carding farfetch, sur genesis",3,2019-09-25 14:24:00.000
59,"are responding, empire are, responding dispute, responding, are",1,2019-11-15 04:48:00.000
59,"mirror, working mirror, working, mirror link, empire mirror",177,2020-01-04 19:12:00.000
60,"fentanyl, fent, litt, carfentanil, heroin",51,2019-08-05 17:55:40.800
60,"fentanyl, fent, year launch, sewage year, xan buy",10,2019-09-25 14:24:00.000
60,"getting equifax, usus crosspost, cloning dump, dump equipment, sofware will",3,2019-11-15 04:48:00.000
60,"fentanyl, fent, carfentanil, selling fentanyl, analogue",157,2020-01-04 19:12:00.000
61,"cgmc, invite, invite code, code, cgmc invite",33,2019-08-05 17:55:40.800
61,"cgmc, invite, empire looking, invite code, code",11,2019-09-25 14:24:00.000
61,"cgmc, invite, invite code, code, cgmc invite",167,2020-01-04 19:12:00.000
62,"alprazolam, powder, alprazolam powder, flualprazolam, etizolam",50,2019-08-05 17:55:40.800
62,"alprazolam, powder, phishing scheme, potential phishing, vendor potential",12,2019-09-25 14:24:00.000
62,"vpn ok, status nightmare, ok, vpn, status",2,2019-11-15 04:48:00.000
62,"alprazolam, powder, alprazolam powder, flualprazolam, mg",226,2020-01-04 19:12:00.000
63,"dmt, dmt vendor, dmt vape, odsmt, dmt dmt",40,2019-08-05 17:55:40.800
63,"working heavy, evilcorp, stop fud, firework melbourne, small capsule",5,2019-09-25 14:24:00.000
63,"dmt, dmt vendor, dmt vape, odsmt, dmt dmt",157,2020-01-04 19:12:00.000
64,"captcha, rapture, rapture market, apb mapb, mapb",32,2019-08-05 17:55:40.800
64,"captcha, rapture, fuck dread, look asking, an shill",8,2019-09-25 14:24:00.000
64,"captcha, rapture, rapture market, market, login",147,2020-01-04 19:12:00.000
65,"chemical, research, research chemical, bromazolam, chems",26,2019-08-05 17:55:40.800
65,"market genuine, dutyfreesmoking dream, cigarette cheap, replica cigarette, genuine replica",1,2019-09-25 14:24:00.000
65,"chemical, research, research chemical, chems, research chemicals",171,2020-01-04 19:12:00.000
66,"tor, tor browser, browser, research, disabled",38,2019-08-05 17:55:40.800
66,"could leaking, randygotthecandy vendor, heineken audi, use marleysmainman, mdma could",4,2019-09-25 14:24:00.000
66,"place thc, juice oil, cbd vape, vape juice, juice",1,2019-11-15 04:48:00.000
66,"tor, browser, tor browser, tor network, network",179,2020-01-04 19:12:00.000
67,"mephedrone, meopcp, mxe, mescaline, mmc",36,2019-08-05 17:55:40.800
67,"mod grey, opsec moving, import dhc, market sort, dhc dihydrocodeine",4,2019-09-25 14:24:00.000
67,"mephedrone, meopcp, mxe, mescaline, mmc",138,2020-01-04 19:12:00.000
