Topic,Words,Frequency,Timestamp,Name
1,"another wholesale, with less week, go nevada caucuses, caucuses looking like, go nevada",1,2014-07-05 08:24:00.000,2020 Election Fraud Impeachment
1,"trump, biden, joe biden, joe, she",7,2014-11-23 19:12:00.000,2020 Election Fraud Impeachment
1,"voters, support impeachment voters, oppose plan, voters madder at, drum up support",3,2015-04-14 06:00:00.000,2020 Election Fraud Impeachment
1,"republicans beat, beat historical average, trump republicans, trump republicans beat, historical average",2,2015-09-02 16:48:00.000,2020 Election Fraud Impeachment
1,"made fool out, pelosi brand new, destruction that article, brand new nickname, re democrats are",3,2016-06-11 14:24:00.000,2020 Election Fraud Impeachment
1,"thread would necessary, to sexual, libs livid tomi, thread would, opportunity security guatemala",4,2016-10-31 01:12:00.000,2020 Election Fraud Impeachment
1,"goes all race, all race, race issue article, all race issue, race issue",1,2017-03-21 12:00:00.000,2020 Election Fraud Impeachment
1,"trump, democrats, impeachment, biden, impeachment fails they",8,2017-08-09 22:48:00.000,2020 Election Fraud Impeachment
1,"trump, biden, election, pelosi, vote",30,2017-12-29 09:36:00.000,2020 Election Fraud Impeachment
1,"trump, democrats, pelosi, biden, impeachment",325,2018-05-19 20:24:00.000,2020 Election Fraud Impeachment
1,"trump, democrats, pelosi, biden, election",652,2018-10-08 07:12:00.000,2020 Election Fraud Impeachment
1,"trump, democrats, pelosi, biden, impeachment",754,2019-02-26 18:00:00.000,2020 Election Fraud Impeachment
1,"trump, democrats, pelosi, biden, election",531,2019-07-18 04:48:00.000,2020 Election Fraud Impeachment
1,"trump, pelosi, biden, democrats, impeachment",83,2019-12-06 15:36:00.000,2020 Election Fraud Impeachment
1,"trump, pelosi, democrats, election, democrat",69,2020-04-26 02:24:00.000,2020 Election Fraud Impeachment
1,"trump, democrats, pelosi, biden, impeachment",91,2020-09-14 13:12:00.000,2020 Election Fraud Impeachment
2,"border, wall, mexico, illegal, immigration",22,2013-05-04 04:06:14.400,Border Wall Debate
2,"illegal, sanctuary, illegal aliens, aliens, newsom spending",4,2013-09-25 10:48:00.000,Border Wall Debate
2,"hugely oppose dems, dems promising, unsecured texas, unsecured texas border, texas border area",2,2014-02-13 21:36:00.000,Border Wall Debate
2,"accused killing three, ignores immigration own, gop ignores immigration, gop ignores, immigration own",2,2014-07-05 08:24:00.000,Border Wall Debate
2,"saving lives by, lópez obrador, wednesday announcing army, be saving, bosses agence",4,2014-11-23 19:12:00.000,Border Wall Debate
2,"caravan, mexico, through border into, into southern mexico, worse than first",3,2015-04-14 06:00:00.000,Border Wall Debate
2,"for wall mexico, wall mexico, just paid for, guess who just, who just paid",1,2015-09-02 16:48:00.000,Border Wall Debate
2,"still forced pay, pay invaders, illegals but still, care illegals but, still forced",1,2016-06-11 14:24:00.000,Border Wall Debate
2,"illegal, released sanctuary city, clothing health, re constitution americans, constitution americans",3,2017-03-21 12:00:00.000,Border Wall Debate
2,"re advocate, undercut trump, we undercut, deserve be punished, deserve be",2,2017-08-09 22:48:00.000,Border Wall Debate
2,"border, trump, migrants, wall, california",26,2017-12-29 09:36:00.000,Border Wall Debate
2,"border, wall, illegal, trump, immigration",227,2018-05-19 20:24:00.000,Border Wall Debate
2,"border, illegal, wall, trump, mexico",424,2018-10-08 07:12:00.000,Border Wall Debate
2,"border, wall, illegal, trump, immigration",528,2019-02-26 18:00:00.000,Border Wall Debate
2,"border, illegal, wall, trump, mexico",392,2019-07-18 04:48:00.000,Border Wall Debate
2,"border, illegal, trump, mexico, wall",61,2019-12-06 15:36:00.000,Border Wall Debate
2,"border, immigration, trump, illegal, wall",51,2020-04-26 02:24:00.000,Border Wall Debate
2,"illegal, border, wall, aliens, illegal aliens",49,2020-09-14 13:12:00.000,Border Wall Debate
3,"israel, iran, syria, us, israeli",18,2013-05-04 04:06:14.400,Middle East Tensions Wars
3,"israel prepares mass, video iran hacks, into centcom, into centcom crashes, immigration french",2,2013-09-25 10:48:00.000,Middle East Tensions Wars
3,"israel, syria, lebanon, iran, official",6,2014-02-13 21:36:00.000,Middle East Tensions Wars
3,"european, cites new intel, use currency oil, coming in syria, bolton cites new",2,2014-07-05 08:24:00.000,Middle East Tensions Wars
3,"responsibility, israel, think terrible responsibility, pompeo remarks, haifa to the",5,2014-11-23 19:12:00.000,Middle East Tensions Wars
3,"settler, activists, night, kill tape, underlying interests",5,2015-04-14 06:00:00.000,Middle East Tensions Wars
3,"oil, unprecedented discounts flooding, launched oil war, market attempt capture, market attempt",1,2015-09-02 16:48:00.000,Middle East Tensions Wars
3,"turkey supported, threw everything saraqib, saraqib highways join, supported jihadis, the turkey supported",1,2016-01-22 03:36:00.000,Middle East Tensions Wars
3,"scramble to say, whores scramble to, to say syria, us troops must, say syria",1,2016-06-11 14:24:00.000,Middle East Tensions Wars
3,"coordinates information war, nato coordinates information, nato coordinates, war on russia, coordinates information",1,2017-03-21 12:00:00.000,Middle East Tensions Wars
3,"afghanistan takes, takes center stage, analysis presstv, exports zero, stage new great",2,2017-08-09 22:48:00.000,Middle East Tensions Wars
3,"iran, israel, syria, israeli, war",23,2017-12-29 09:36:00.000,Middle East Tensions Wars
3,"syria, israel, iran, us, israeli",206,2018-05-19 20:24:00.000,Middle East Tensions Wars
3,"iran, israel, syria, us, israeli",393,2018-10-08 07:12:00.000,Middle East Tensions Wars
3,"israel, iran, syria, us, israeli",531,2019-02-26 18:00:00.000,Middle East Tensions Wars
3,"israel, iran, syria, us, israeli",378,2019-07-18 04:48:00.000,Middle East Tensions Wars
3,"iran, israel, syria, israeli, us",54,2019-12-06 15:36:00.000,Middle East Tensions Wars
3,"israel, syria, iran, israeli, us",49,2020-04-26 02:24:00.000,Middle East Tensions Wars
3,"iran, syria, israel, us, israeli",62,2020-09-14 13:12:00.000,Middle East Tensions Wars
4,"eu, sweden, brexit, yellow, italy",17,2013-05-04 04:06:14.400,EU Elections and Brexit Leaders
4,"brexit, knot, gordian knot, gordian, deal brexit",6,2013-09-25 10:48:00.000,EU Elections and Brexit Leaders
4,"migrants murder, after migrants murder, citizens riot after, citizens riot, germany citizens riot",1,2014-02-13 21:36:00.000,EU Elections and Brexit Leaders
4,"and terrify the, farage says new, and terrify, the tories, spark political",1,2014-07-05 08:24:00.000,EU Elections and Brexit Leaders
4,"britain abolishes, britain abolishes itself, abolishes itself, abolishes, itself",1,2014-11-23 19:12:00.000,EU Elections and Brexit Leaders
4,"revolution finally, revolution finally begins, britain revolution, britain revolution finally, finally begins",1,2016-06-11 14:24:00.000,EU Elections and Brexit Leaders
4,"re spearfishing denmark, re spearfishing, spearfishing denmark, spearfishing, denmark",1,2016-10-31 01:12:00.000,EU Elections and Brexit Leaders
4,"greece, from over, over greece, over greece problem, the slow vindication",4,2017-08-09 22:48:00.000,EU Elections and Brexit Leaders
4,"brexit, farage, eu, merkel, macron",29,2017-12-29 09:36:00.000,EU Elections and Brexit Leaders
4,"brexit, eu, italy, yellow, france",134,2018-05-19 20:24:00.000,EU Elections and Brexit Leaders
4,"brexit, eu, italy, europe, merkel",289,2018-10-08 07:12:00.000,EU Elections and Brexit Leaders
4,"brexit, eu, farage, yellow, europe",363,2019-02-26 18:00:00.000,EU Elections and Brexit Leaders
4,"brexit, eu, farage, europe, merkel",227,2019-07-18 04:48:00.000,EU Elections and Brexit Leaders
4,"brexit, eu, merkel, european, yellow",38,2019-12-06 15:36:00.000,EU Elections and Brexit Leaders
4,"brexit, france, macron, farage, eu",36,2020-04-26 02:24:00.000,EU Elections and Brexit Leaders
4,"brexit, eu, european, france, brexit party",36,2020-09-14 13:12:00.000,EU Elections and Brexit Leaders
5,"and something, date october th, wow cool, guy full shit, mark date",17,2013-05-04 04:06:14.400,Funny Pictures Threads
5,"use sarcasm, kramer think, remember use sarcasm, re best ma, thread every",4,2013-09-25 10:48:00.000,Funny Pictures Threads
5,"work try, that point, methods work, if methods work, mrclean",3,2014-02-13 21:36:00.000,Funny Pictures Threads
5,"disagree, thread, re, you, pictures",1,2014-07-05 08:24:00.000,Funny Pictures Threads
5,"posts, batman superman, batman superman dawn, gab removing, another thread gab",5,2014-11-23 19:12:00.000,Funny Pictures Threads
5,"hills becomes, beverly hills becomes, hills becomes first, becomes first, beverly hills",1,2017-03-21 12:00:00.000,Funny Pictures Threads
5,"thestringer, hard come, artifacts hard come, artifacts, artifacts hard",5,2017-08-09 22:48:00.000,Funny Pictures Threads
5,"taibbi, jussie nexus, aftermath breaking, surprise brother, percent ala",10,2017-12-29 09:36:00.000,Funny Pictures Threads
5,"you, thread, pictures thread, posts, pictures",124,2018-05-19 20:24:00.000,Funny Pictures Threads
5,"thread, thanks, re, like, know",272,2018-10-08 07:12:00.000,Funny Pictures Threads
5,"thread, re, you, this, funny",322,2019-02-26 18:00:00.000,Funny Pictures Threads
5,"thread, re, funny, pictures, pictures thread",214,2019-07-18 04:48:00.000,Funny Pictures Threads
5,"know, jerry, know know, wheel, jr",34,2019-12-06 15:36:00.000,Funny Pictures Threads
5,"reynolds, reynolds reynolds, today, good, did buy",29,2020-04-26 02:24:00.000,Funny Pictures Threads
5,"thread, richard, email, you email, much needed",26,2020-09-14 13:12:00.000,Funny Pictures Threads
6,"climate, climate change, change, town, global",14,2013-05-04 04:06:14.400,Climate Change Funding
6,"warming evolved several, air doubt, strike about, bad boogeyman global, lending air",2,2013-09-25 10:48:00.000,Climate Change Funding
6,"carbon tax says, tax says climate, behind like coal, behind like, will work those",1,2014-02-13 21:36:00.000,Climate Change Funding
6,"global, climate, environmentalists at, poland trolls global, people are increasingly",4,2014-11-23 19:12:00.000,Climate Change Funding
6,"climate, puerto rico without, whole point destroy, time spoil, time spoil labor",3,2015-04-14 06:00:00.000,Climate Change Funding
6,"climate, write hysterically climate, must write hysterically, must write, style guide reporters",2,2016-10-31 01:12:00.000,Climate Change Funding
6,"another prediction bites, dust islands, islands aren, dust islands aren, aren shrinking",1,2017-03-21 12:00:00.000,Climate Change Funding
6,"engineered california fire, california fire apocalypse, globalists engineered california, breakdown how globalists, how globalists engineered",1,2017-08-09 22:48:00.000,Climate Change Funding
6,"climate, climate change, change, warming, global warming",11,2017-12-29 09:36:00.000,Climate Change Funding
6,"climate, climate change, change, warming, global warming",119,2018-05-19 20:24:00.000,Climate Change Funding
6,"climate, climate change, change, warming, global warming",210,2018-10-08 07:12:00.000,Climate Change Funding
6,"climate, climate change, change, warming, global warming",263,2019-02-26 18:00:00.000,Climate Change Funding
6,"climate, climate change, change, warming, global warming",192,2019-07-18 04:48:00.000,Climate Change Funding
6,"climate, climate change, warming, change, global",39,2019-12-06 15:36:00.000,Climate Change Funding
6,"climate, climate change, warming, global warming, change",24,2020-04-26 02:24:00.000,Climate Change Funding
6,"climate, climate change, change, warming, global",29,2020-09-14 13:12:00.000,Climate Change Funding
7,"debt, federal reserve, reserve, financial crisis, the",20,2013-05-04 04:06:14.400,Global Central Banks
7,"massive short, in massive short, italian contagion spreads, treasury yields spike, could lead stock",5,2013-09-25 10:48:00.000,Global Central Banks
7,"step new year, reach turn, new year reach, from bad, turn new leaf",1,2014-02-13 21:36:00.000,Global Central Banks
7,"number, the, markets, dollar, in",7,2014-11-23 19:12:00.000,Global Central Banks
7,"central, central banks, banks, money, system eroded by",5,2015-04-14 06:00:00.000,Global Central Banks
7,"ipo, opening, ipo biggest, within days opening, market within days",1,2015-09-02 16:48:00.000,Global Central Banks
7,"debit card, debit, card, cause eliminates cash, love debit",1,2016-10-31 01:12:00.000,Global Central Banks
7,"ruin liberty, war economic ruin, until federal, ruin liberty destruction, is abolished",1,2017-03-21 12:00:00.000,Global Central Banks
7,"markets, currency united, andrew cheetham, making plans day, started notice difference",5,2017-08-09 22:48:00.000,Global Central Banks
7,"fed, it, the, stock, it will",19,2017-12-29 09:36:00.000,Global Central Banks
7,"fed, the, bank, market, money",151,2018-05-19 20:24:00.000,Global Central Banks
7,"the, fed, market, bank, financial",280,2018-10-08 07:12:00.000,Global Central Banks
7,"the, market, fed, banks, global",370,2019-02-26 18:00:00.000,Global Central Banks
7,"fed, the, market, banks, bank",259,2019-07-18 04:48:00.000,Global Central Banks
7,"fed, market, the, bank, debt",33,2019-12-06 15:36:00.000,Global Central Banks
7,"bank, market, the, is, banks",35,2020-04-26 02:24:00.000,Global Central Banks
7,"bank, fed, the, the fed, debt",34,2020-09-14 13:12:00.000,Global Central Banks
8,"sgt, sgt report, report, first sgt report, appeared first",5,2013-05-04 04:06:14.400,SGT Report Articles
8,"sgt, sgt report, appeared first, first sgt, appeared first sgt",5,2013-09-25 10:48:00.000,SGT Report Articles
8,"rogue, rogue news, sgt, sgt report, appeared first",3,2014-02-13 21:36:00.000,SGT Report Articles
8,"goodbye youtube hello, youtube hello bittube, bittube, hello bittube, goodbye youtube",1,2014-11-23 19:12:00.000,SGT Report Articles
8,"report, sgt, sgt report, first sgt report, appeared first",6,2015-04-14 06:00:00.000,SGT Report Articles
8,"elites do, what the elites, post what the, elites do not, the elites do",1,2017-03-21 12:00:00.000,SGT Report Articles
8,"sgt, sgt report, report, first sgt, first sgt report",8,2017-12-29 09:36:00.000,SGT Report Articles
8,"sgt, sgt report, report, appeared first sgt, first sgt report",93,2018-05-19 20:24:00.000,SGT Report Articles
8,"sgt, sgt report, report, first sgt report, first sgt",204,2018-10-08 07:12:00.000,SGT Report Articles
8,"sgt, sgt report, report, first sgt report, first sgt",246,2019-02-26 18:00:00.000,SGT Report Articles
8,"sgt, sgt report, report, appeared first sgt, first sgt",185,2019-07-18 04:48:00.000,SGT Report Articles
8,"sgt, sgt report, report, first sgt, first sgt report",28,2019-12-06 15:36:00.000,SGT Report Articles
8,"sgt, sgt report, report, appeared first, appeared first sgt",16,2020-04-26 02:24:00.000,SGT Report Articles
8,"sgt, sgt report, report, first sgt, appeared first sgt",31,2020-09-14 13:12:00.000,SGT Report Articles
9,"mueller, trump, ding, fbi, ding ding",38,2013-05-04 04:06:14.400,Trump Deep State
9,"mueller, special counsel, counsel, special, counsel robert",10,2013-09-25 10:48:00.000,Trump Deep State
9,"trump, fbi, mueller, dershowitz, bureau",9,2014-02-13 21:36:00.000,Trump Deep State
9,"hammer, brother obama illegal, to defense, violated millions americans, thompson lawyer",3,2014-07-05 08:24:00.000,Trump Deep State
9,"fbi, mueller, records, john, comey",16,2014-11-23 19:12:00.000,Trump Deep State
9,"gateway pundit exclusive, pundit exclusive, clinton foundation related, foundation related, coverup clinton",10,2015-04-14 06:00:00.000,Trump Deep State
9,"panic grips the, standard on recusals, staff under, investigation is she, russia probe is",2,2016-01-22 03:36:00.000,Trump Deep State
9,"these questions, russiagate was never, confirmed clinton foundation, for mueller show, mueller show",3,2016-06-11 14:24:00.000,Trump Deep State
9,"demanding dossier be, gowdy emails, dossier be put, dossier be, demanding dossier",2,2016-10-31 01:12:00.000,Trump Deep State
9,"roger stone, roger, stone, spying action, unless trump ends",4,2017-03-21 12:00:00.000,Trump Deep State
9,"mueller, fbi, comey, trump, questions",12,2017-08-09 22:48:00.000,Trump Deep State
9,"mueller, fbi, trump, comey, deep state",50,2017-12-29 09:36:00.000,Trump Deep State
9,"mueller, fbi, trump, obama, comey",432,2018-05-19 20:24:00.000,Trump Deep State
9,"mueller, fbi, trump, clinton, barr",849,2018-10-08 07:12:00.000,Trump Deep State
9,"mueller, fbi, trump, clinton, state",1057,2019-02-26 18:00:00.000,Trump Deep State
9,"mueller, fbi, trump, clinton, obama",785,2019-07-18 04:48:00.000,Trump Deep State
9,"fbi, mueller, trump, obama, clinton",109,2019-12-06 15:36:00.000,Trump Deep State
9,"fbi, mueller, trump, clinton, video",93,2020-04-26 02:24:00.000,Trump Deep State
9,"mueller, fbi, trump, doj, clinton",112,2020-09-14 13:12:00.000,Trump Deep State
10,"gun, shooting, guns, gun control, police",24,2013-05-04 04:06:14.400,Gun control and police shootings
10,"video showed him, showed him beating, sentenced prison after, him beating, beating elderly nurse",1,2013-09-25 10:48:00.000,Gun control and police shootings
10,"officials cops have, no duty, gunned down cold, have no duty, duty protect students",3,2014-11-23 19:12:00.000,Gun control and police shootings
10,"empire there disturbing, disturbing similarities shootings, similarities shootings, there disturbing similarities, paso pittsburgh san",1,2015-04-14 06:00:00.000,Gun control and police shootings
10,"comply boulder, comply boulder colorado, not comply boulder, owners launch, owners launch civil",1,2015-09-02 16:48:00.000,Gun control and police shootings
10,"spray gun, pepper spray gun, pepper spray, pepper, spray",1,2016-06-11 14:24:00.000,Gun control and police shootings
10,"wrong, firearms industry hate, using economic, discrimination firearms industry, discrimination firearms",2,2017-03-21 12:00:00.000,Gun control and police shootings
10,"shooting, shooting each other, each other disturbing, democrats hide, seems happening among",3,2017-08-09 22:48:00.000,Gun control and police shootings
10,"gun, hawkins, guns, awr hawkins breitbart, hawkins breitbart",12,2017-12-29 09:36:00.000,Gun control and police shootings
10,"gun, guns, gun control, mass, control",103,2018-05-19 20:24:00.000,Gun control and police shootings
10,"gun, guns, gun control, control, shooting",200,2018-10-08 07:12:00.000,Gun control and police shootings
10,"gun, guns, shooting, gun control, police",246,2019-02-26 18:00:00.000,Gun control and police shootings
10,"gun, guns, shooting, gun control, control",161,2019-07-18 04:48:00.000,Gun control and police shootings
10,"gun, guns, shot, gun control, control",31,2019-12-06 15:36:00.000,Gun control and police shootings
10,"gun, mass, shooting, mass shooting, guns",20,2020-04-26 02:24:00.000,Gun control and police shootings
10,"gun, guns, gun control, shooting, shootings",19,2020-09-14 13:12:00.000,Gun control and police shootings
11,"google, facebook, suggestions, tech, media",11,2013-05-04 04:06:14.400,Big Tech Censorship
11,"attacking independent media, interact in comment, interact in, to interact, app readies",2,2013-09-25 10:48:00.000,Big Tech Censorship
11,"daysnights, twitter, bottom numerically, sequential daysnights, sequential daysnights daysnights",1,2014-07-05 08:24:00.000,Big Tech Censorship
11,"tool scriptchat, blackout sorosrentboy franklinleonard, ii double, ii double blackout, aidtoo greatawakening blacklistanon",1,2014-11-23 19:12:00.000,Big Tech Censorship
11,"facebook, is not google, halper the, refuse answer questions, the problem is",3,2017-08-09 22:48:00.000,Big Tech Censorship
11,"facebook, twitter, google, tech, governments like",9,2017-12-29 09:36:00.000,Big Tech Censorship
11,"facebook, google, twitter, tech, social",99,2018-05-19 20:24:00.000,Big Tech Censorship
11,"facebook, google, tech, social media, social",206,2018-10-08 07:12:00.000,Big Tech Censorship
11,"facebook, google, twitter, tech, social media",238,2019-02-26 18:00:00.000,Big Tech Censorship
11,"facebook, google, twitter, censorship, social media",177,2019-07-18 04:48:00.000,Big Tech Censorship
11,"facebook, google, social media, social, media",27,2019-12-06 15:36:00.000,Big Tech Censorship
11,"facebook, google, tech, social media, social",28,2020-04-26 02:24:00.000,Big Tech Censorship
11,"facebook, google, media, social, social media",16,2020-09-14 13:12:00.000,Big Tech Censorship
12,"trade, china, trade war, trump trade war, trump trade",6,2013-05-04 04:06:14.400,US Trade War
12,"china, cramer game over, china onshore, has break china, has break",2,2013-09-25 10:48:00.000,US Trade War
12,"china, trillion yuan ticking, revenue guidance, china nasdaq, china nasdaq tumbles",2,2014-02-13 21:36:00.000,US Trade War
12,"trump stop treating, stop treating china, treating china, experts warn trump, warn trump stop",1,2014-07-05 08:24:00.000,US Trade War
12,"china, us, of arbitrary, foundation defense, enforcement of local",4,2014-11-23 19:12:00.000,US Trade War
12,"china suspiciously, suspiciously american arsenal, china suspiciously american, suspiciously american, american arsenal",1,2015-04-14 06:00:00.000,US Trade War
12,"lunar mission far, found answers questions, far side, moon may found, mission far",1,2015-09-02 16:48:00.000,US Trade War
12,"china india will, west destroy, watch west destroy, will watch west, india will",1,2016-01-22 03:36:00.000,US Trade War
12,"companies exit, china nintendo sharp, exit china nintendo, more tech manufacturing, nintendo",1,2017-03-21 12:00:00.000,US Trade War
12,"china, china taunts, news china taunts, your trade war, your trade",2,2017-08-09 22:48:00.000,US Trade War
12,"china, trade war, trade, chinese, war",8,2017-12-29 09:36:00.000,US Trade War
12,"china, trade, chinese, tariffs, trump",73,2018-05-19 20:24:00.000,US Trade War
12,"china, chinese, trade, us, tariffs",143,2018-10-08 07:12:00.000,US Trade War
12,"china, trade, chinese, us, trump",207,2019-02-26 18:00:00.000,US Trade War
12,"china, trade, chinese, tariffs, trump",136,2019-07-18 04:48:00.000,US Trade War
12,"china, trade, xi, chinese, us",16,2019-12-06 15:36:00.000,US Trade War
12,"china, trade, chinese, trump, tariffs",17,2020-04-26 02:24:00.000,US Trade War
12,"china, chinese, trade, trump, us",21,2020-09-14 13:12:00.000,US Trade War
13,"gold, schiff, silver, sputnik, peter schiff",9,2013-05-04 04:06:14.400,Gold Silver Ratio
13,"gold, dynamics shanghai, research dynamics shanghai, consumed east priced, priced west",1,2013-09-25 10:48:00.000,Gold Silver Ratio
13,"outlook, silver, stock market us, us dollar outlook, outlook bullish",1,2014-07-05 08:24:00.000,Gold Silver Ratio
13,"gold, mining, silver, schiff, the post",4,2014-11-23 19:12:00.000,Gold Silver Ratio
13,"schiff, society even face, society even, strong public, face strong",1,2015-04-14 06:00:00.000,Gold Silver Ratio
13,"metals false, false opinions like, people perpetuate crime, money struck first, circulated honest",1,2016-06-11 14:24:00.000,Gold Silver Ratio
13,"pal alasdair, report our pal, goldmoney stops discuss, discuss forecast, goldmoney stops",1,2016-10-31 01:12:00.000,Gold Silver Ratio
13,"measurements fund, low mining stocks, year low mining, measurements fund manager, stocks some measurements",1,2017-03-21 12:00:00.000,Gold Silver Ratio
13,"for gold amir, dismantling globalism, gold amir, amir, gold amir adnani",1,2017-08-09 22:48:00.000,Gold Silver Ratio
13,"gold, silver, the post, post, report",15,2017-12-29 09:36:00.000,Gold Silver Ratio
13,"gold, silver, the post, post, report",100,2018-05-19 20:24:00.000,Gold Silver Ratio
13,"gold, silver, report, the post, appeared",198,2018-10-08 07:12:00.000,Gold Silver Ratio
13,"gold, silver, report, the post, sgt report",216,2019-02-26 18:00:00.000,Gold Silver Ratio
13,"gold, silver, the post, report, sgt report",152,2019-07-18 04:48:00.000,Gold Silver Ratio
13,"gold, silver, the post, appeared first, first sgt",21,2019-12-06 15:36:00.000,Gold Silver Ratio
13,"gold, silver, report, the post, post",17,2020-04-26 02:24:00.000,Gold Silver Ratio
13,"gold, silver, the post, appeared first, appeared first sgt",11,2020-09-14 13:12:00.000,Gold Silver Ratio
14,"epstein, jeffrey epstein, jeffrey, epstein pedophile, pedophile",7,2013-05-04 04:06:14.400,Epstein Maxwell Sex Scandal
14,"suicide real, suicide real conspiracy, committed suicide real, believing jeffrey epstein, believing jeffrey",1,2014-07-05 08:24:00.000,Epstein Maxwell Sex Scandal
14,"epstein, jeffrey epstein, jeffrey, estate, lawyers jeffrey",4,2014-11-23 19:12:00.000,Epstein Maxwell Sex Scandal
14,"epstein, win unsealing lawsuit, took part epstein, unsealing lawsuit, unsealing lawsuit epstein",3,2017-03-21 12:00:00.000,Epstein Maxwell Sex Scandal
14,"epstein, jeffrey epstein, jeffrey, people want dead, prisons move pedophile",2,2017-08-09 22:48:00.000,Epstein Maxwell Sex Scandal
14,"epstein, jeffrey epstein, jeffrey, last cellmate, epstein last cellmate",9,2017-12-29 09:36:00.000,Epstein Maxwell Sex Scandal
14,"epstein, jeffrey epstein, jeffrey, maxwell, sex",74,2018-05-19 20:24:00.000,Epstein Maxwell Sex Scandal
14,"epstein, jeffrey, jeffrey epstein, sex, maxwell",146,2018-10-08 07:12:00.000,Epstein Maxwell Sex Scandal
14,"epstein, jeffrey epstein, jeffrey, sex, pedophile",161,2019-02-26 18:00:00.000,Epstein Maxwell Sex Scandal
14,"epstein, jeffrey epstein, jeffrey, sex, maxwell",123,2019-07-18 04:48:00.000,Epstein Maxwell Sex Scandal
14,"epstein, jeffrey epstein, jeffrey, ghislaine, pedophile",13,2019-12-06 15:36:00.000,Epstein Maxwell Sex Scandal
14,"epstein, jeffrey epstein, jeffrey, suicide, sex",14,2020-04-26 02:24:00.000,Epstein Maxwell Sex Scandal
14,"epstein, jeffrey, jeffrey epstein, pedophile jeffrey, pedophile jeffrey epstein",12,2020-09-14 13:12:00.000,Epstein Maxwell Sex Scandal
15,"men, gender, women, transgender, feminism",9,2013-05-04 04:06:14.400,Transgender Rights and Feminism
15,"useless woman shaming, tactics women, woman shaming tactics, woman shaming, tactics women use",1,2014-02-13 21:36:00.000,Transgender Rights and Feminism
15,"huge support, as join victory, from women as, from women, victory team",1,2014-11-23 19:12:00.000,Transgender Rights and Feminism
15,"born almost, boys born almost, born almost decade, no boys born, no boys",1,2015-04-14 06:00:00.000,Transgender Rights and Feminism
15,"put women, judge says man, must put women, says man must, put women prison",1,2017-08-09 22:48:00.000,Transgender Rights and Feminism
15,"women, men, feminism pathologizes, shocked uk, touch private parts",6,2017-12-29 09:36:00.000,Transgender Rights and Feminism
15,"women, men, gender, transgender, feminism",54,2018-05-19 20:24:00.000,Transgender Rights and Feminism
15,"women, men, transgender, gender, masculinity",117,2018-10-08 07:12:00.000,Transgender Rights and Feminism
15,"women, men, transgender, gender, feminism",150,2019-02-26 18:00:00.000,Transgender Rights and Feminism
15,"women, men, transgender, gender, sex",103,2019-07-18 04:48:00.000,Transgender Rights and Feminism
